ICB plus Code,Commissioner / Provider Code,PCN,PCN Code,Practice,Practice Code,Items,Actual Cost,Year Month,BNF Chemical Substance,BNF Chemical Substance Code,List Size
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,CHEVELEY PARK MEDICAL CTR,A83055,154,313.3170677,202501,Salbutamol,0301011R0,5029
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,CHEVELEY PARK MEDICAL CTR,A83055,8,63.17801158,202501,Terbutaline sulphate,0301011V0,5029
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,CHEVELEY PARK MEDICAL CTR,A83055,119,270.0387592,202502,Salbutamol,0301011R0,5031
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,CHEVELEY PARK MEDICAL CTR,A83055,4,31.58871838,202502,Terbutaline sulphate,0301011V0,5031
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,COXHOE MEDICAL PRACTICE,A83027,274,1261.284268,202412,Salbutamol,0301011R0,7554
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,COXHOE MEDICAL PRACTICE,A83027,13,165.7443769,202412,Terbutaline sulphate,0301011V0,7554
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,COXHOE MEDICAL PRACTICE,A83027,257,1078.145326,202501,Salbutamol,0301011R0,7569
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,COXHOE MEDICAL PRACTICE,A83027,11,149.9485775,202501,Terbutaline sulphate,0301011V0,7569
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,COXHOE MEDICAL PRACTICE,A83027,228,811.7215753,202502,Salbutamol,0301011R0,7575
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,COXHOE MEDICAL PRACTICE,A83027,16,189.4331103,202502,Terbutaline sulphate,0301011V0,7575
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,WEST RAINTON SURGERY,A83024,283,925.4421546,202412,Salbutamol,0301011R0,5507
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,WEST RAINTON SURGERY,A83024,1,7.897313184,202412,Terbutaline sulphate,0301011V0,5507
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,WEST RAINTON SURGERY,A83024,292,810.2180052,202501,Salbutamol,0301011R0,5513
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,WEST RAINTON SURGERY,A83024,4,39.47385724,202501,Terbutaline sulphate,0301011V0,5513
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,WEST RAINTON SURGERY,A83024,241,721.9771695,202502,Salbutamol,0301011R0,5499
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM EAST PCN,U53962,WEST RAINTON SURGERY,A83024,2,15.79435919,202502,Terbutaline sulphate,0301011V0,5499
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,CHASTLETON MEDICAL GROUP,A83036,284,989.1910235,202412,Salbutamol,0301011R0,10455
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,CHASTLETON MEDICAL GROUP,A83036,7,78.93593184,202412,Terbutaline sulphate,0301011V0,10455
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,CHASTLETON MEDICAL GROUP,A83036,262,890.8862818,202501,Salbutamol,0301011R0,10428
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,CHASTLETON MEDICAL GROUP,A83036,5,55.25596013,202501,Terbutaline sulphate,0301011V0,10428
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,CHASTLETON MEDICAL GROUP,A83036,236,839.8512851,202502,Salbutamol,0301011R0,10426
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,CHASTLETON MEDICAL GROUP,A83036,5,47.37067758,202502,Terbutaline sulphate,0301011V0,10426
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,DUNELM MEDICAL PRACTICE,A83030,641,2302.54623,202412,Salbutamol,0301011R0,14509
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,DUNELM MEDICAL PRACTICE,A83030,14,126.3322109,202412,Terbutaline sulphate,0301011V0,14509
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,DUNELM MEDICAL PRACTICE,A83030,586,1585.230203,202501,Salbutamol,0301011R0,14509
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,DUNELM MEDICAL PRACTICE,A83030,9,78.96011447,202501,Terbutaline sulphate,0301011V0,14509
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,DUNELM MEDICAL PRACTICE,A83030,475,1449.333551,202502,Salbutamol,0301011R0,14503
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,DUNELM MEDICAL PRACTICE,A83030,13,118.4328939,202502,Terbutaline sulphate,0301011V0,14503
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,THE MEDICAL GROUP,A83022,1216,4088.305296,202412,Salbutamol,0301011R0,26692
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,THE MEDICAL GROUP,A83022,23,197.4080296,202412,Terbutaline sulphate,0301011V0,26692
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,THE MEDICAL GROUP,A83022,1197,3493.50246,202501,Salbutamol,0301011R0,26696
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,THE MEDICAL GROUP,A83022,23,213.1761891,202501,Terbutaline sulphate,0301011V0,26696
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,THE MEDICAL GROUP,A83022,994,2680.781411,202502,Salbutamol,0301011R0,26655
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,DURHAM WEST PCN,U01989,THE MEDICAL GROUP,A83022,17,150.0216123,202502,Terbutaline sulphate,0301011V0,26655
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,BLACKHALL AND PETERLEE PRACTICE,A83007,578,1549.195715,202412,Salbutamol,0301011R0,10226
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,BLACKHALL AND PETERLEE PRACTICE,A83007,19,173.7036901,202412,Terbutaline sulphate,0301011V0,10226
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,BLACKHALL AND PETERLEE PRACTICE,A83007,562,1333.224558,202501,Salbutamol,0301011R0,10227
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,BLACKHALL AND PETERLEE PRACTICE,A83007,23,221.0610405,202501,Terbutaline sulphate,0301011V0,10227
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,BLACKHALL AND PETERLEE PRACTICE,A83007,494,1143.180865,202502,Salbutamol,0301011R0,10233
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,BLACKHALL AND PETERLEE PRACTICE,A83007,17,150.0216123,202502,Terbutaline sulphate,0301011V0,10233
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,THE HORDEN GROUP PRACTICE,A83044,430,1194.305883,202412,Salbutamol,0301011R0,8263
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,THE HORDEN GROUP PRACTICE,A83044,14,118.4472978,202412,Terbutaline sulphate,0301011V0,8263
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,THE HORDEN GROUP PRACTICE,A83044,429,1111.250696,202501,Salbutamol,0301011R0,8272
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,THE HORDEN GROUP PRACTICE,A83044,13,118.4339717,202501,Terbutaline sulphate,0301011V0,8272
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,THE HORDEN GROUP PRACTICE,A83044,373,901.5517606,202502,Salbutamol,0301011R0,8290
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,THE HORDEN GROUP PRACTICE,A83044,10,78.97179596,202502,Terbutaline sulphate,0301011V0,8290
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,WILLIAM BROWN CENTRE,A83012,910,2677.804927,202412,Salbutamol,0301011R0,15695
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,WILLIAM BROWN CENTRE,A83012,5,47.37147911,202412,Terbutaline sulphate,0301011V0,15695
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,WILLIAM BROWN CENTRE,A83012,825,2107.453387,202501,Salbutamol,0301011R0,15686
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,WILLIAM BROWN CENTRE,A83012,8,63.17801158,202501,Terbutaline sulphate,0301011V0,15686
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,WILLIAM BROWN CENTRE,A83012,774,1921.77118,202502,Salbutamol,0301011R0,15675
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,EASINGTON CENTRAL PCN,U14615,WILLIAM BROWN CENTRE,A83012,7,55.28025717,202502,Terbutaline sulphate,0301011V0,15675
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,BYRON MEDICAL PRACTICE,A83075,405,1115.492985,202412,Salbutamol,0301011R0,8343
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,BYRON MEDICAL PRACTICE,A83075,2,15.79462637,202412,Terbutaline sulphate,0301011V0,8343
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,BYRON MEDICAL PRACTICE,A83075,405,1010.87021,202501,Salbutamol,0301011R0,8334
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,BYRON MEDICAL PRACTICE,A83075,2,15.79450289,202501,Terbutaline sulphate,0301011V0,8334
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,BYRON MEDICAL PRACTICE,A83075,356,990.1758098,202502,Salbutamol,0301011R0,8316
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,BYRON MEDICAL PRACTICE,A83075,5,39.48589798,202502,Terbutaline sulphate,0301011V0,8316
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MARLBOROUGH SURGERY,A83051,623,2079.498517,202412,Salbutamol,0301011R0,11335
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MARLBOROUGH SURGERY,A83051,11,110.5251846,202412,Terbutaline sulphate,0301011V0,11335
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MARLBOROUGH SURGERY,A83051,616,2034.326583,202501,Salbutamol,0301011R0,11363
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MARLBOROUGH SURGERY,A83051,8,94.71741737,202501,Terbutaline sulphate,0301011V0,11363
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MARLBOROUGH SURGERY,A83051,525,1675.317671,202502,Salbutamol,0301011R0,11380
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MARLBOROUGH SURGERY,A83051,5,47.37067758,202502,Terbutaline sulphate,0301011V0,11380
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MURTON MEDICAL CENTRE,A83041,430,1421.633794,202412,Salbutamol,0301011R0,7337
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MURTON MEDICAL CENTRE,A83041,7,63.16610547,202412,Terbutaline sulphate,0301011V0,7337
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MURTON MEDICAL CENTRE,A83041,469,1582.59384,202501,Salbutamol,0301011R0,7363
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MURTON MEDICAL CENTRE,A83041,6,55.26836013,202501,Terbutaline sulphate,0301011V0,7363
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MURTON MEDICAL CENTRE,A83041,384,1385.288728,202502,Salbutamol,0301011R0,7358
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,MURTON MEDICAL CENTRE,A83041,7,63.16503677,202502,Terbutaline sulphate,0301011V0,7358
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,SILVERDALE FAMILY PRACTICE,A83627,348,910.280506,202412,Salbutamol,0301011R0,6616
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,SILVERDALE FAMILY PRACTICE,A83627,366,861.0565309,202501,Salbutamol,0301011R0,6615
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,SILVERDALE FAMILY PRACTICE,A83627,5,55.25596013,202501,Terbutaline sulphate,0301011V0,6615
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,SILVERDALE FAMILY PRACTICE,A83627,292,672.844676,202502,Salbutamol,0301011R0,6637
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,SILVERDALE FAMILY PRACTICE,A83627,1,7.897179596,202502,Terbutaline sulphate,0301011V0,6637
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,THE NEW SEAHAM MEDICAL GROUP,A83071,232,676.2058842,202412,Salbutamol,0301011R0,4654
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,THE NEW SEAHAM MEDICAL GROUP,A83071,2,15.79462637,202412,Terbutaline sulphate,0301011V0,4654
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,THE NEW SEAHAM MEDICAL GROUP,A83071,217,542.502956,202501,Salbutamol,0301011R0,4650
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,THE NEW SEAHAM MEDICAL GROUP,A83071,2,23.67935434,202501,Terbutaline sulphate,0301011V0,4650
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,THE NEW SEAHAM MEDICAL GROUP,A83071,196,532.7433972,202502,Salbutamol,0301011R0,4648
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,NORTH EASINGTON PCN,U81825,THE NEW SEAHAM MEDICAL GROUP,A83071,1,7.897179596,202502,Terbutaline sulphate,0301011V0,4648
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,BEWICK CRESCENT SURGERY,A83037,722,2280.432143,202412,Salbutamol,0301011R0,13091
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,BEWICK CRESCENT SURGERY,A83037,14,149.9869505,202412,Terbutaline sulphate,0301011V0,13091
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,BEWICK CRESCENT SURGERY,A83037,676,2198.140237,202501,Salbutamol,0301011R0,13086
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,BEWICK CRESCENT SURGERY,A83037,21,212.1244537,202501,Terbutaline sulphate,0301011V0,13086
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,BEWICK CRESCENT SURGERY,A83037,589,1881.651666,202502,Salbutamol,0301011R0,13056
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,BEWICK CRESCENT SURGERY,A83037,15,142.1120327,202502,Terbutaline sulphate,0301011V0,13056
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,HALLGARTH SURGERY,A83008,283,683.0070821,202412,Salbutamol,0301011R0,5381
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,HALLGARTH SURGERY,A83008,1,15.78222637,202412,Terbutaline sulphate,0301011V0,5381
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,HALLGARTH SURGERY,A83008,316,718.9729244,202501,Salbutamol,0301011R0,5389
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,HALLGARTH SURGERY,A83008,1,7.897251447,202501,Terbutaline sulphate,0301011V0,5389
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,HALLGARTH SURGERY,A83008,297,707.6631377,202502,Salbutamol,0301011R0,5393
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,HALLGARTH SURGERY,A83008,1,15.78195919,202502,Terbutaline sulphate,0301011V0,5393
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,JUBILEE MEDICAL GROUP,A83066,481,1309.188105,202412,Salbutamol,0301011R0,12548
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,JUBILEE MEDICAL GROUP,A83066,5,39.48656592,202412,Terbutaline sulphate,0301011V0,12548
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,JUBILEE MEDICAL GROUP,A83066,431,1188.918279,202501,Salbutamol,0301011R0,12559
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,JUBILEE MEDICAL GROUP,A83066,6,55.26836013,202501,Terbutaline sulphate,0301011V0,12559
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,JUBILEE MEDICAL GROUP,A83066,412,1212.778388,202502,Salbutamol,0301011R0,12566
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,JUBILEE MEDICAL GROUP,A83066,6,55.26785717,202502,Terbutaline sulphate,0301011V0,12566
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,PEASE WAY MEDICAL CENTRE,A83074,507,1346.389266,202412,Salbutamol,0301011R0,12109
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,PEASE WAY MEDICAL CENTRE,A83074,13,172.5703028,202412,Terbutaline sulphate,0301011V0,12109
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,PEASE WAY MEDICAL CENTRE,A83074,549,1424.715793,202501,Salbutamol,0301011R0,12116
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,PEASE WAY MEDICAL CENTRE,A83074,8,71.06286302,202501,Terbutaline sulphate,0301011V0,12116
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,PEASE WAY MEDICAL CENTRE,A83074,454,1330.040896,202502,Salbutamol,0301011R0,12104
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD 1 PCN,U37593,PEASE WAY MEDICAL CENTRE,A83074,6,63.15263677,202502,Terbutaline sulphate,0301011V0,12104
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,BISHOPS CLOSE MEDICAL PRACTICE,A83052,552,1611.342936,202412,Salbutamol,0301011R0,8649
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,BISHOPS CLOSE MEDICAL PRACTICE,A83052,13,114.5639415,202412,Terbutaline sulphate,0301011V0,8649
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,BISHOPS CLOSE MEDICAL PRACTICE,A83052,497,1321.057413,202501,Salbutamol,0301011R0,8644
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,BISHOPS CLOSE MEDICAL PRACTICE,A83052,13,106.6781951,202501,Terbutaline sulphate,0301011V0,8644
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,BISHOPS CLOSE MEDICAL PRACTICE,A83052,459,1323.355719,202502,Salbutamol,0301011R0,8644
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,BISHOPS CLOSE MEDICAL PRACTICE,A83052,7,67.17892736,202502,Terbutaline sulphate,0301011V0,8644
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,FERRYHILL AND CHILTON MEDICAL PRACTICE,A83045,846,2960.213289,202412,Salbutamol,0301011R0,14912
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,FERRYHILL AND CHILTON MEDICAL PRACTICE,A83045,27,247.9400738,202412,Terbutaline sulphate,0301011V0,14912
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,FERRYHILL AND CHILTON MEDICAL PRACTICE,A83045,803,2394.504023,202501,Salbutamol,0301011R0,14901
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,FERRYHILL AND CHILTON MEDICAL PRACTICE,A83045,22,205.2789376,202501,Terbutaline sulphate,0301011V0,14901
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,FERRYHILL AND CHILTON MEDICAL PRACTICE,A83045,717,2169.436319,202502,Salbutamol,0301011R0,14898
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,FERRYHILL AND CHILTON MEDICAL PRACTICE,A83045,20,192.6556216,202502,Terbutaline sulphate,0301011V0,14898
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,SKERNE MEDICAL GROUP,A83054,586,1754.42725,202412,Salbutamol,0301011R0,16734
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,SKERNE MEDICAL GROUP,A83054,6,47.38387911,202412,Terbutaline sulphate,0301011V0,16734
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),84H00,SEDGEFIELD NORTH PCN,U12365,SKERNE MEDICAL GROUP,A83054,665,1936.074215,202501,Salbutamol,0301011R0,16752
