date,sicbl,pcn,pcn_code,practice,practice_code,list_size,antidepressant_items,antidepressant_items_per_patient,antidepressant_patients,hrt_items,hrt_items_per_patient,hrt_patients,pct_patients_on_hrt,imd_score
202407,16C,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,A83005,3644,460,126.2349067,307,87,23.87486279,48,1.3,15.842
202408,16C,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,A83005,3648,483,132.4013158,322,95,26.04166667,53,1.5,15.842
202409,16C,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,A83005,3647,517,141.760351,345,86,23.5810255,48,1.3,15.842
202410,16C,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,A83005,3650,473,129.5890411,315,87,23.83561644,48,1.3,15.842
202411,16C,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,A83005,3652,490,134.1730559,327,85,23.27491785,47,1.3,15.842
202412,16C,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,A83005,3649,533,146.0674157,355,83,22.7459578,46,1.3,15.842
202501,16C,DARLINGTON PCN,U45102,WHINFIELD MEDICAL PRACTICE,A83005,3642,491,134.8160351,327,101,27.73201538,56,1.5,15.842
202301,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5658,548,96.85401202,365,76,13.43230824,42,0.7,60.94
202302,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5660,479,84.62897527,319,78,13.78091873,43,0.8,60.94
202303,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5653,612,108.2611003,408,87,15.39005838,48,0.8,60.94
202304,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5637,495,87.81266631,330,83,14.72414405,46,0.8,60.94
202305,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5629,518,92.02344999,345,100,17.76514479,56,1,60.94
202306,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5629,548,97.35299343,365,91,16.16628176,51,0.9,60.94
202307,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5627,550,97.7430247,367,116,20.61489248,64,1.1,60.94
202308,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5627,532,94.54416208,355,93,16.5274569,52,0.9,60.94
202309,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5618,556,98.96760413,371,106,18.86792453,59,1.1,60.94
202310,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5610,540,96.25668449,360,92,16.39928699,51,0.9,60.94
202311,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5598,526,93.96212933,351,92,16.43444087,51,0.9,60.94
202312,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5591,521,93.18547666,347,87,15.56072259,48,0.9,60.94
202401,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5587,601,107.5711473,401,94,16.82477179,52,0.9,60.94
202402,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5583,498,89.19935519,332,87,15.58301988,48,0.9,60.94
202403,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5572,541,97.09260589,361,81,14.53697057,45,0.8,60.94
202404,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5562,562,101.0427904,375,85,15.28227256,47,0.8,60.94
202405,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5557,557,100.2339392,371,74,13.3165377,41,0.7,60.94
202406,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5553,509,91.6621646,339,79,14.22654421,44,0.8,60.94
202407,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5543,573,103.3736244,382,83,14.97384088,46,0.8,60.94
202408,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5539,533,96.22675573,355,79,14.26250226,44,0.8,60.94
202409,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5540,542,97.83393502,361,77,13.89891697,43,0.8,60.94
202410,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5523,585,105.9206953,390,73,13.21745428,41,0.7,60.94
202411,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5525,510,92.30769231,340,69,12.48868778,38,0.7,60.94
202412,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5518,596,108.0101486,397,82,14.86045669,46,0.8,60.94
202501,16C,STOCKTON PCN,U89141,WOODBRIDGE PRACTICE,A81017,5509,525,95.29860229,350,56,10.16518424,31,0.6,60.94
202301,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3643,414,113.6426023,276,72,19.76393083,40,1.1,75.94
202302,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3645,372,102.0576132,248,66,18.10699588,37,1,75.94
202303,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3646,413,113.2748217,275,82,22.49040044,46,1.3,75.94
202304,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3643,361,99.09415317,241,83,22.78342026,46,1.3,75.94
202305,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3643,438,120.2305792,292,74,20.3129289,41,1.1,75.94
202306,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3644,402,110.3183315,268,83,22.77716795,46,1.3,75.94
202307,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3649,393,107.7007399,262,98,26.85667306,54,1.5,75.94
202308,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3649,348,95.36859414,232,86,23.56810085,48,1.3,75.94
202309,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3654,385,105.3639847,257,96,26.272578,53,1.5,75.94
202310,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3655,387,105.8823529,258,96,26.26538988,53,1.5,75.94
202311,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3653,382,104.571585,255,95,26.00602245,53,1.5,75.94
202312,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3656,400,109.4091904,267,81,22.15536105,45,1.2,75.94
202401,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3665,457,124.6930423,305,104,28.37653479,58,1.6,75.94
202402,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3679,385,104.6480022,257,90,24.46316934,50,1.4,75.94
202403,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3680,411,111.6847826,274,83,22.55434783,46,1.3,75.94
202404,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3674,417,113.5002722,278,105,28.57920523,58,1.6,75.94
202405,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3675,416,113.1972789,277,95,25.85034014,53,1.4,75.94
202406,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3685,363,98.50746269,242,87,23.60922659,48,1.3,75.94
202407,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3705,417,112.5506073,278,92,24.83130904,51,1.4,75.94
202408,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3715,415,111.7092867,277,111,29.87886945,62,1.7,75.94
202409,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3713,374,100.7271748,249,99,26.66307568,55,1.5,75.94
202410,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3716,397,106.8353068,265,88,23.68137783,49,1.3,75.94
202411,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3715,374,100.6729475,249,89,23.95693136,49,1.3,75.94
202412,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3713,406,109.3455427,271,93,25.0471317,52,1.4,75.94
202501,16C,STOCKTON PCN,U89141,WOODLANDS FAMILY MEDICAL CENTRE,A81046,3720,405,108.8709677,270,79,21.23655914,44,1.2,75.94
202301,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1817,283,155.7512383,189,31,17.06108971,17,0.9,36.37
202302,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1816,257,141.5198238,171,31,17.07048458,17,0.9,36.37
202303,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1805,299,165.6509695,199,38,21.05263158,21,1.2,36.37
202304,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1803,261,144.7587354,174,29,16.08430394,16,0.9,36.37
202305,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1799,281,156.1978877,187,33,18.34352418,18,1,36.37
202306,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1795,267,148.7465181,178,31,17.27019499,17,0.9,36.37
202307,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1794,278,154.960981,185,37,20.62430323,21,1.2,36.37
202308,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1794,264,147.1571906,176,34,18.95206243,19,1.1,36.37
202309,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1790,253,141.3407821,169,31,17.31843575,17,0.9,36.37
202310,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1787,224,125.3497482,149,35,19.58589815,19,1.1,36.37
202311,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1791,272,151.8704634,181,32,17.86711334,18,1,36.37
202312,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1794,201,112.0401338,134,29,16.16499443,16,0.9,36.37
202401,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1793,264,147.2392638,176,41,22.86670385,23,1.3,36.37
202402,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1792,211,117.7455357,141,30,16.74107143,17,0.9,36.37
202403,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1791,238,132.8866555,159,35,19.54215522,19,1.1,36.37
202404,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1787,247,138.2204813,165,35,19.58589815,19,1.1,36.37
202405,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1785,246,137.8151261,164,39,21.8487395,22,1.2,36.37
202406,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1781,236,132.5098259,157,30,16.8444694,17,1,36.37
202407,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1779,252,141.6526138,168,37,20.79820124,21,1.2,36.37
202408,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1781,226,126.8950028,151,34,19.09039865,19,1.1,36.37
202409,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1778,203,114.1732283,135,28,15.7480315,16,0.9,36.37
202410,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1779,250,140.5283867,167,37,20.79820124,21,1.2,36.37
202411,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1776,197,110.9234234,131,32,18.01801802,18,1,36.37
202412,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1773,234,131.9796954,156,25,14.10039481,14,0.8,36.37
202501,16C,EAST CLEVELAND PCN,U07842,WOODSIDE SURGERY,A81053,1769,237,133.9739966,158,31,17.52402487,17,1,36.37
202301,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4550,317,69.67032967,211,133,29.23076923,74,1.6,5.24
202302,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4546,259,56.97316322,173,128,28.15662121,71,1.6,5.24
202303,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4541,306,67.38603832,204,127,27.96740806,71,1.6,5.24
202304,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4536,272,59.96472663,181,134,29.54144621,74,1.6,5.24
202305,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4533,327,72.13765718,218,146,32.20825061,81,1.8,5.24
202306,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4527,295,65.16456815,197,125,27.61210515,69,1.5,5.24
202307,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4521,307,67.90533068,205,145,32.07255032,81,1.8,5.24
202308,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4521,305,67.46295067,203,138,30.52422031,77,1.7,5.24
202309,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4513,290,64.25880789,193,122,27.03301573,68,1.5,5.24
202310,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4500,287,63.77777778,191,114,25.33333333,63,1.4,5.24
202311,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4496,309,68.72775801,206,147,32.69572954,82,1.8,5.24
202312,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4488,313,69.74153298,209,139,30.9714795,77,1.7,5.24
202401,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4484,303,67.573595,202,121,26.98483497,67,1.5,5.24
202402,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4484,318,70.91882248,212,134,29.88403211,74,1.7,5.24
202403,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4479,303,67.6490288,202,137,30.58718464,76,1.7,5.24
202404,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4476,346,77.30116175,231,136,30.38427167,76,1.7,5.24
202405,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4472,336,75.13416816,224,134,29.96422182,74,1.7,5.24
202406,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4459,280,62.79434851,187,134,30.05158107,74,1.7,5.24
202407,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4466,355,79.48947604,237,127,28.43708016,71,1.6,5.24
202408,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4464,330,73.92473118,220,123,27.55376344,68,1.5,5.24
202409,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4463,329,73.71723056,219,135,30.24871163,75,1.7,5.24
202410,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4451,328,73.69130532,219,136,30.55493148,76,1.7,5.24
202411,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4442,318,71.58937416,212,112,25.21386763,62,1.4,5.24
202412,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4436,324,73.03877367,216,114,25.69882777,63,1.4,5.24
202501,16C,BYTES PCN,U63844,YARM MEDICAL PRACTICE,A81027,4412,335,75.92928377,223,119,26.97189483,66,1.5,5.24
202301,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2132,224,105.065666,149,51,23.92120075,28,1.3,22.99
202302,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2128,212,99.62406015,141,41,19.26691729,23,1.1,22.99
202303,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2122,223,105.0895382,149,48,22.62016965,27,1.3,22.99
202304,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2118,206,97.26156752,137,53,25.02360718,29,1.4,22.99
202305,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2119,206,97.21566777,137,47,22.18027371,26,1.2,22.99
202306,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2117,241,113.8403401,161,57,26.92489372,32,1.5,22.99
202307,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2115,221,104.4917258,147,46,21.74940898,26,1.2,22.99
202308,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2115,208,98.34515366,139,46,21.74940898,26,1.2,22.99
202309,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2112,221,104.6401515,147,54,25.56818182,30,1.4,22.99
202310,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2106,213,101.1396011,142,58,27.54036087,32,1.5,22.99
202311,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2105,245,116.3895487,163,35,16.62707838,19,0.9,22.99
202312,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2105,224,106.4133017,149,46,21.85273159,26,1.2,22.99
202401,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2102,239,113.7012369,159,59,28.06850618,33,1.6,22.99
202402,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2099,213,101.4768938,142,49,23.34444974,27,1.3,22.99
202403,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2099,226,107.6703192,151,48,22.8680324,27,1.3,22.99
202404,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2093,243,116.10129,162,44,21.02245581,24,1.1,22.99
202405,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2093,215,102.7233636,143,50,23.88915432,28,1.3,22.99
202406,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2094,216,103.1518625,144,48,22.9226361,27,1.3,22.99
202407,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2090,219,104.784689,146,48,22.96650718,27,1.3,22.99
202408,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2088,221,105.8429119,147,44,21.07279693,24,1.1,22.99
202409,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2087,204,97.74796358,136,50,23.95783421,28,1.3,22.99
202410,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2087,223,106.8519406,149,50,23.95783421,28,1.3,22.99
202411,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2083,208,99.85597696,139,40,19.20307249,22,1.1,22.99
202412,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2079,230,110.6301106,153,40,19.24001924,22,1.1,22.99
202501,16C,REDCAR COASTAL PCN,U23714,ZETLAND MEDICAL PRACTICE,A81048,2079,233,112.0731121,155,37,17.7970178,21,1,22.99
202301,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1057,122,115.4210028,81,12,11.35288553,7,0.7,25.806
202302,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1058,130,122.8733459,87,12,11.34215501,7,0.7,25.806
202303,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1061,153,144.2035815,102,12,11.31008483,7,0.7,25.806
202304,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1064,133,125,89,13,12.21804511,7,0.7,25.806
202305,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1070,137,128.0373832,91,15,14.01869159,8,0.7,25.806
202306,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1071,139,129.7852474,93,6,5.602240896,3,0.3,25.806
202307,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1067,132,123.7113402,88,15,14.05810684,8,0.7,25.806
202308,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1067,137,128.3973758,91,15,14.05810684,8,0.7,25.806
202309,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1064,141,132.518797,94,9,8.458646617,5,0.5,25.806
202310,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1066,163,152.9080675,109,16,15.00938086,9,0.8,25.806
202311,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1067,155,145.267104,103,13,12.1836926,7,0.7,25.806
202312,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1066,133,124.7654784,89,8,7.504690432,4,0.4,25.806
202401,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1063,156,146.7544685,104,10,9.407337723,6,0.6,25.806
202402,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1064,132,124.0601504,88,5,4.69924812,3,0.3,25.806
202403,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1063,149,140.1693321,99,11,10.3480715,6,0.6,25.806
202404,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1064,168,157.8947368,112,18,16.91729323,10,0.9,25.806
202405,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1066,166,155.7223265,111,13,12.19512195,7,0.7,25.806
202406,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1067,173,162.1368322,115,9,8.434864105,5,0.5,25.806
202407,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1073,167,155.638397,111,13,12.11556384,7,0.7,25.806
202408,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1073,171,159.3662628,114,6,5.591798695,3,0.3,25.806
202409,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1078,156,144.7124304,104,20,18.5528757,11,1,25.806
202410,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1077,191,177.3444754,127,12,11.14206128,7,0.6,25.806
202411,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1076,182,169.1449814,121,13,12.08178439,7,0.7,25.806
202412,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1077,160,148.5608171,107,9,8.356545961,5,0.5,25.806
202501,84H,DERWENTSIDE PCN,U70497,ANNFIELD PLAIN SURGERY,A83644,1077,181,168.0594243,121,10,9.285051068,6,0.6,25.806
202301,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4558,639,140.1930671,426,64,14.04124616,36,0.8,44.01
202302,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4567,524,114.7361506,349,56,12.26187869,31,0.7,44.01
202303,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4569,639,139.8555483,426,67,14.66404027,37,0.8,44.01
202304,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4581,561,122.4623445,374,58,12.66099105,32,0.7,44.01
202305,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4583,638,139.2101244,425,60,13.09186123,33,0.7,44.01
202306,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4580,607,132.5327511,405,77,16.81222707,43,0.9,44.01
202307,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4586,612,133.4496293,408,76,16.57217619,42,0.9,44.01
202308,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4586,618,134.757959,412,66,14.39162669,37,0.8,44.01
202309,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4599,649,141.1176343,433,67,14.56838443,37,0.8,44.01
202310,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4612,642,139.2020815,428,66,14.31049436,37,0.8,44.01
202311,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4623,649,140.3850314,433,80,17.30478045,44,1,44.01
202312,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4631,650,140.3584539,433,60,12.95616498,33,0.7,44.01
202401,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4631,773,166.9185921,515,74,15.97927014,41,0.9,44.01
202402,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4640,642,138.362069,428,68,14.65517241,38,0.8,44.01
202403,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4648,673,144.7934596,449,67,14.41480207,37,0.8,44.01
202404,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4649,653,140.460314,435,71,15.27210153,39,0.8,44.01
202405,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4661,722,154.9023815,481,68,14.58914396,38,0.8,44.01
202406,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4680,613,130.982906,409,60,12.82051282,33,0.7,44.01
202407,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4699,651,138.5401149,434,70,14.89678655,39,0.8,44.01
202408,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4725,655,138.6243386,437,64,13.54497354,36,0.8,44.01
202409,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4745,649,136.7755532,433,70,14.75237092,39,0.8,44.01
202410,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4763,714,149.9055217,476,51,10.70753727,28,0.6,44.01
202411,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4772,616,129.086337,411,66,13.83067896,37,0.8,44.01
202412,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4770,652,136.687631,435,62,12.99790356,34,0.7,44.01
202501,84H,BISHOP AUCKLAND PCN,U85067,AUCKLAND MEDICAL GROUP,A83021,4766,744,156.1057491,496,63,13.21863198,35,0.7,44.01
202301,84H,TEESDALE PCN,U31619,BARNARD CASTLE SURGERY,A83046,3257,306,93.9514891,204,58,17.80779859,32,1,24.71
202302,84H,TEESDALE PCN,U31619,BARNARD CASTLE SURGERY,A83046,3249,278,85.56478917,185,46,14.15820252,26,0.8,24.71
202303,84H,TEESDALE PCN,U31619,BARNARD CASTLE SURGERY,A83046,3249,295,90.79716836,197,53,16.3127116,29,0.9,24.71
202304,84H,TEESDALE PCN,U31619,BARNARD CASTLE SURGERY,A83046,3251,265,81.5133805,177,58,17.84066441,32,1,24.71
