Year Month,Country,BNF Chemical Substance plus Code,BNF Presentation,Supplier Name,Items,Actual Cost,ADQ Usage,List Size
202601,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 25mg/5ml oral solution,Specials,7,1149.2068,,63850356
202601,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 25mg/5ml oral suspension,Specials,2,182.302681456703,,63850356
202601,ENGLAND,Sildenafil (Erectile Dysfunction) (0704050Z0),Sildenafil 5mg/5ml oral liquid,Specials,2,373.5248,,63850356
202601,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 25mg capsules,Specials,11,9935.1064,,63850356
202601,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 25mg tablets,Specials,1,27.9524,,63850356
202601,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 75mg capsules,Specials,1,980.0124,,63850356
202601,ENGLAND,Mercaptopurine (0801030L0),Mercaptopurine 75mg tablets,Specials,6,1405.1944,,63850356
202601,ENGLAND,Hydroxycarbamide (0801050P0),Hydroxycarbamide 500mg/5ml oral solution,Specials,2,583.3548,,63850356
202601,ENGLAND,Hydroxycarbamide (0801050P0),Hydroxycarbamide 500mg/5ml oral suspension,Specials,3,2727.8372,,63850356
202601,ENGLAND,Azathioprine (0802010G0),Azathioprine 100mg/5ml oral suspension,Specials,7,2724.4768,,63850356
202601,ENGLAND,Azathioprine (0802010G0),Azathioprine 20mg/5ml oral suspension,Specials,7,3651.7568,,63850356
202601,ENGLAND,Azathioprine (0802010G0),Azathioprine 25mg/5ml oral solution,Specials,1,441.1824,,63850356
202601,ENGLAND,Azathioprine (0802010G0),Azathioprine 25mg/5ml oral suspension,Specials,3,1192.3972,,63850356
202601,ENGLAND,Azathioprine (0802010G0),Azathioprine 30mg/5ml oral liquid,Specials,2,1217.7248,,63850356
202601,ENGLAND,Azathioprine (0802010G0),Azathioprine 50mg/5ml oral solution,Specials,10,4731.074,,63850356
202601,ENGLAND,Azathioprine (0802010G0),Azathioprine 50mg/5ml oral suspension,Specials,21,4976.9504,,63850356
202601,ENGLAND,Mycophenolate mofetil (0802010M0),Mycophenolate mofetil 500mg/5ml oral suspension,Specials,1,815.1524,,63850356
202601,ENGLAND,Tacrolimus (0802020T0),Tacrolimus 2.5mg/5ml oral liquid,Specials,4,1844.3296,,63850356
202601,ENGLAND,Tacrolimus (0802020T0),Tacrolimus 5mg/5ml oral suspension,Specials,9,1645.47133102022,,63850356
202601,ENGLAND,Letrozole (0803041L0),Letrozole 2.5mg/5ml oral suspension,Specials,3,1276.4172,,63850356
202601,ENGLAND,Tamoxifen citrate (0803041S0),Tamoxifen 10mg/5ml oral liquid,Specials,1,226.0324,,63850356
202601,ENGLAND,Ferrous sulfate (0901011P0),Ferrous sulfate 60mg/5ml oral solution,Specials,19,564.971739583806,,63850356
202601,ENGLAND,Ferrous sulfate (0901011P0),Ferrous sulfate 60mg/5ml oral suspension,Specials,1,28.5724,,63850356
202601,ENGLAND,Ferrous sulfate (0901011P0),Ferrous sulfate heptahydrate 60mg/5ml soln paediatric,Specials,4,2868.4496,,63850356
202601,ENGLAND,Cyanocobalamin (0901020D0),Cyanocobalamin 1mg modified-release tablets,Specials,834,77021.8571634331,,63850356
202601,ENGLAND,Cyanocobalamin (0901020D0),Cyanocobalamin 1mg tablets,Specials,1,1.6709290186028,,63850356
202601,ENGLAND,Folic acid (0901020G0),Folic acid 2.5mg/5ml oral liquid,Specials,22,324.1428,,63850356
202601,ENGLAND,Folic acid (0901020G0),Folic acid 5mg/5ml oral liquid,Specials,8,307.201732641556,,63850356
202601,ENGLAND,Potassium chloride (0902011U0),Potassium chloride 375mg/5ml oral solution,Specials,25,44621.05,,63850356
202601,ENGLAND,Potassium chloride (0902011U0),Potassium chloride 600mg (potassium 8mmol) MR tab,Specials,58,11052.6536020644,,63850356
202601,ENGLAND,Potassium chloride (0902011U0),Potassium chloride 750mg/5ml oral solution,Specials,7,4702.2668,,63850356
202601,ENGLAND,Oral rehydration salts (0902012H0),Glucose monohydrate 20g/Sod chlor 3.5g/Sod bicarb 2.5g pdr,Specials,31,25934.0123316342,,63850356
202601,ENGLAND,Sodium chloride (0902012L0),Sodium chloride 1.17g/5ml (4mmol/ml) oral solution,Specials,7,105.905647257261,,63850356
202601,ENGLAND,Sodium chloride (0902012L0),Sodium chloride 1.5g/5ml (5.13mmol/ml) oral solution,Specials,15,577.861700518066,,63850356
202601,ENGLAND,Sodium chloride (0902012L0),Sodium chloride 500mg capsules,Specials,6,4328.3244,,63850356
202601,ENGLAND,Sodium chloride (0902012L0),Sodium chloride 585mg/5ml (2mmol/ml) oral solution,Specials,4,2957.2496,,63850356
202601,ENGLAND,Potassium bicarbonate (0902013P0),Potassium bicarbonate 500mg/5ml oral liquid,Specials,1,745.0124,,63850356
202601,ENGLAND,Other magnesium preparations (090501300),Magnesium malate 250mg capsules,Specials,11,1395.6264,,63850356
202601,ENGLAND,Magnesium aspartate (0905013A0),Magnesium aspartate (magnesium 10mmol) gran for soln sachets,Specials,33,4154.76056837758,,63850356
202601,ENGLAND,Magnesium citrate (0905013F0),Magnesium citrate 100mg capsules,Specials,36,4302.88358507391,,63850356
202601,ENGLAND,Magnesium citrate (0905013F0),Magnesium citrate 150mg tablets,Specials,20,4485.67811181101,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Mag glycerophos (mag 121.25mg/5ml (5mmol/5ml)) soln,Specials,1,63.9524,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Mag glycerophos (mag 121.25mg/5ml (5mmol/5ml)) susp,Specials,14,2777.3736,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Mag glycerophos (mag 97.2mg (4mmol)) oral pdr sach,Specials,1,6.0424,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Mag glycerophos (mag 97.2mg/5ml (4mmol/5ml)) soln,Specials,33,824.156239760753,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Magn glycerophos (mag 97.2mg/5ml (4mmol/5ml)) susp,Specials,2,852.0948,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Magnesium glycerophos (magnesium 97.2mg (4mmol)) chew tab SF,Specials,2,612.0048,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Magnesium glycerophosphate (magnesium 48.6mg (2mmol)) caps,Specials,23,4967.13320798945,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Magnesium glycerophosphate (magnesium 97.2mg (4mmol)) caps,Specials,29,6669.4896,,63850356
202601,ENGLAND,Magnesium glycerophosphate (0905013G0),Magnesium glycerophosphate (magnesium 97.2mg (4mmol)) tab,Specials,20,1509.56110437406,,63850356
202601,ENGLAND,Magnesium lactate (0905013P0),Magnesium lactate 84mg modified-release tablets,Specials,5,1355.212,,63850356
202601,ENGLAND,Other phosphate supplement preparations (090502100),Phosphate 0.98mmol/ml / Sodium 0.78mmol/ml oral solution,Specials,7,7002.5668,,63850356
202601,ENGLAND,Other phosphate supplement preparations (090502100),Phosphate 0.98mmol/ml / Sodium 0.78mmol/ml oral suspension,Specials,2,984.5248,,63850356
202601,ENGLAND,Sodium dihydrogen phosphate dihydrate (0905021L0),Sodium dihydrogen phosphate dihydrate 780mg/5ml soln,Specials,3,115.167573728673,,63850356
202601,ENGLAND,Other zinc preparations (090504100),Zinc citrate 50mg capsules,Specials,18,3870.66693201207,,63850356
202601,ENGLAND,Vitamin A (0906011D0),"Retinol 10,000units/ml oral drops",Specials,4,8061.0996,,63850356
202601,ENGLAND,Betacarotene (0906012B0),Betacarotene 15mg capsules,Specials,1,416.6824,,63850356
202601,ENGLAND,Betacarotene (0906012B0),Betacarotene 9mg capsules,Specials,1,255.0124,,63850356
202601,ENGLAND,Nicotinamide (0906022K0),Nicotinamide 250mg tablets,Specials,21,4011.15078576525,,63850356
202601,ENGLAND,Nicotinamide (0906022K0),Nicotinamide 500mg capsules,Specials,20,4831.998,,63850356
202601,ENGLAND,Nicotinamide (0906022K0),Nicotinamide 500mg tablets,Specials,3,660.6972,,63850356
202601,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 100mg/5ml oral solution,Specials,66,1678.88607160879,,63850356
202601,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 100mg/5ml oral suspension,Specials,25,1174.03741327911,,63850356
202601,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 100micrograms/5ml oral liquid,Specials,1,23.6624,,63850356
202601,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 10mg/5ml oral liquid,Specials,3,1815.9272,,63850356
202601,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 25mg/5ml oral liquid,Specials,1,209.1824,,63850356
202601,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 300mg/5ml oral solution,Specials,2,1241.0148,,63850356
202601,ENGLAND,Pyridoxine hydrochloride (0906024N0),Pyridoxine 50mg/5ml oral liquid,Specials,12,6766.5488,,63850356
202601,ENGLAND,Riboflavin (0906025P0),Riboflavin 100mg capsules,Specials,46,10381.8604,,63850356
202601,ENGLAND,Riboflavin (0906025P0),Riboflavin 100mg modified-release tablets,Specials,28,2106.8372,,63850356
202601,ENGLAND,Riboflavin (0906025P0),Riboflavin 100mg tablets,Specials,11,4994.8564,,63850356
202601,ENGLAND,Riboflavin (0906025P0),Riboflavin 100mg/5ml oral liquid,Specials,1,99.7324,,63850356
202601,ENGLAND,Riboflavin (0906025P0),Riboflavin 120mg/5ml oral solution,Specials,1,585.2424,,63850356
202601,ENGLAND,Riboflavin (0906025P0),Riboflavin 120mg/5ml oral suspension,Specials,21,940.981115668461,,63850356
202601,ENGLAND,Riboflavin (0906025P0),Riboflavin 50mg capsules,Specials,52,15509.7648,,63850356
202601,ENGLAND,Riboflavin (0906025P0),Riboflavin 50mg tablets,Specials,2,314.6948,,63850356
202601,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 100mg/5ml oral solution,Specials,321,10383.8690379846,,63850356
202601,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 100mg/5ml oral suspension,Specials,37,2088.08885412134,,63850356
202601,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 500mg/5ml oral solution,Specials,1,895.6124,,63850356
202601,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 50mg/5ml oral solution,Specials,2,112.8748,,63850356
202601,ENGLAND,Thiamine hydrochloride (0906026M0),Thiamine 50mg/5ml oral suspension,Specials,8,478.977704244048,,63850356
202601,ENGLAND,Other vitamin B preparations (090602800),Biotin 10mg tablets,Specials,4,1034.2396,,63850356
202601,ENGLAND,Other vitamin B preparations (090602800),Pyridoxal phosphate 50mg capsules,Specials,2,1104.0048,,63850356
202601,ENGLAND,Ascorbic acid (0906031C0),Ascorbic acid 500mg/5ml oral liquid,Specials,6,2403.2944,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000unit tablets",Specials,7,742.0168,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000units/5ml oral solution",Specials,38,2387.54752184984,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000units/ml oral solution",Specials,14,629.391068029167,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 15,000units/5ml oral solution",Specials,9,653.3316,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 15,000units/5ml oral suspension",Specials,2,36.8848,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,000unit capsules",Specials,11,905.3364,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,000unit tablets",Specials,21,527.870428984936,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,000units/ml oral drops sugar free",Specials,130,39383.192,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,200unit capsules",Specials,25,499.888276219961,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,200unit tablets",Specials,26,571.545028649574,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,500unit capsules",Specials,37,3624.67222169231,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 20,000unit tablets",Specials,27,689.293232138514,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 20,000units/ml oral drops",Specials,3,716.1172,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 20,000units/ml oral solution",Specials,1,49.1544560307582,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 200units/drop oral drops,Specials,46,7858.97474921418,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 3,000unit capsules",Specials,31,1841.68628269206,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 3,000unit tablets",Specials,13,80.7669208071916,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 300,000units/1ml inj ampoules",Specials,10,1010.354,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 40,000unit capsules",Specials,22,512.481226192819,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 40,000unit tablets",Specials,2,16.7648,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 400unit tablets,Specials,684,58574.5120606383,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 400units/5ml oral suspension,Specials,1,396.0124,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 5,000unit capsules",Specials,13,185.804599261943,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 5,000unit tablets",Specials,45,1607.38521644344,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 5,000units/5ml oral solution",Specials,22,606.966257400614,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 50,000unit capsules",Specials,2,16.5048,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 50,000unit tablets",Specials,87,6085.3073377358,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 50,000units/5ml oral suspension",Specials,1,595.3124,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 6,000units/5ml oral liquid",Specials,2,2180.3448,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 600unit capsules,Specials,49,5301.86457958246,,63850356
202601,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 800units/ml oral drops sugar free,Specials,23,9591.4752,,63850356
202601,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 1,000units/5ml oral solution",Specials,3,95.4423401014779,,63850356
202601,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 10,000units/5ml oral solution",Specials,3,118.740159395256,,63850356
202601,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 100,000units/5ml oral solution",Specials,2,78.944737624029,,63850356
202601,ENGLAND,Ergocalciferol (0906040N0),Ergocalciferol 12.5microgram tablets,Specials,17,1955.8608,,63850356
202601,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 3,000units/ml oral solution",Specials,12,469.943815155609,,63850356
202601,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 3,000units/ml oral solution sugar free",Specials,1,182.4124,,63850356
202601,ENGLAND,Ergocalciferol (0906040N0),"Ergocalciferol 6,000units/5ml oral solution",Specials,5,163.9638690121,,63850356
202601,ENGLAND,Tocopheryl acetate (0906050T0),Alpha tocopheryl acetate 100mg chewable tablets,Specials,12,792.6588,,63850356
202601,ENGLAND,Tocopheryl acetate (0906050T0),Alpha tocopheryl acetate 100mg/2ml inj ampoules,Specials,2,475.0348,,63850356
202601,ENGLAND,Menadiol sodium phosphate (0906060L0),Menadiol 5mg/5ml oral solution,Specials,4,2544.5296,,63850356
202601,ENGLAND,Menadiol sodium phosphate (0906060L0),Menadiol 5mg/5ml oral suspension,Specials,4,176.3096,,63850356
202601,ENGLAND,Phytomenadione (0906060Q0),Phytomenadione 10mg capsules,Specials,1,359.5924,,63850356
202601,ENGLAND,Phytomenadione (0906060Q0),Phytomenadione 10mg tablets,Specials,31,3777.5444,,63850356
202601,ENGLAND,Phytomenadione (0906060Q0),Phytomenadione 1mg capsules,Specials,1,218.0124,,63850356
202601,ENGLAND,Phytomenadione (0906060Q0),Phytomenadione 20mg/ml oral drops,Specials,1,150.0124,,63850356
202601,ENGLAND,Phytomenadione (0906060Q0),Phytomenadione 5mg/5ml oral suspension,Specials,2,1180.0248,,63850356
202601,ENGLAND,Sodium benzoate (0908010N0),Sodium benzoate 500mg tablets,Specials,7,8741.9968,,63850356
202601,ENGLAND,Sodium benzoate (0908010N0),Sodium benzoate 500mg/5ml oral solution,Specials,15,2360.2518601697,,63850356
202601,ENGLAND,Sodium phenylbutyrate (0908010P0),Sodium phenylbutyrate 1.25g/5ml oral suspension,Specials,2,8502.37557511231,,63850356
202601,ENGLAND,Levocarnitine (0908010Z0),Levocarnitine/L-Carnitine 250mg capsules,Specials,1,321.8124,,63850356
202601,ENGLAND,Levocarnitine (0908010Z0),Levocarnitine/L-Carnitine 500mg capsules,Specials,9,1129.19240058825,,63850356
202601,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Arginine 2g/5ml oral solution,Specials,1,277.334362368473,,63850356
202601,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Arginine 500mg capsules,Specials,1,432.7724,,63850356
202601,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Arginine 500mg/5ml oral solution,Specials,12,1636.79974444992,,63850356
202601,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Glycine 500mg capsules,Specials,2,638.4748,,63850356
202601,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Glycine 750mg/5ml oral solution,Specials,1,540.0124,,63850356
202601,ENGLAND,Other amino acidandnutritional agent preparations (091101000),Glycine powder,Specials,1,114.2924,,63850356
202601,ENGLAND,Taurine (0911010T0),Taurine 500mg capsules,Specials,15,731.306,,63850356
202601,ENGLAND,Other enzyme preparations 0911020 (091102000),Ubidecarenone 25mg/5ml oral solution,Specials,3,3253.9372,,63850356
202601,ENGLAND,Other enzyme preparations 0911020 (091102000),Ubidecarenone 50mg/5ml oral solution,Specials,5,4220.942,,63850356
202601,ENGLAND,Other health supplement preparations (091200000),Copper citrate 2mg capsules,Specials,45,6380.328,,63850356
202601,ENGLAND,Diclofenac sodium (1001010C0),Diclofenac 50mg/5ml oral solution,Specials,2,63.5448,70,63850356
202601,ENGLAND,Diclofenac sodium (1001010C0),Diclofenac 50mg/5ml oral suspension,Specials,12,581.673050426618,345,63850356
202601,ENGLAND,Ibuprofen (1001010J0),Ibuprofen 200mg/5ml oral suspension,Specials,5,34.092,53.499999465,63850356
202601,ENGLAND,Indometacin (1001010K0),Indometacin 25mg/5ml oral solution,Specials,3,255.0772,47,63850356
202601,ENGLAND,Indometacin (1001010K0),Indometacin 25mg/5ml oral suspension,Specials,36,2048.37412402272,418,63850356
202601,ENGLAND,Mefenamic acid (1001010N0),Mefenamic acid 50mg/5ml oral suspension,Specials,6,3107.6044,16.5,63850356
202601,ENGLAND,Naproxen (1001010P0),Naproxen 125mg/5ml oral suspension,Specials,3,451.3972,12.733333206,63850356
202601,ENGLAND,Naproxen (1001010P0),Naproxen 200mg/5ml oral suspension,Specials,5,226.341594812936,74.6666662,63850356
202601,ENGLAND,Hydroxychloroquine sulfate (1001030C0),Hydroxychloroquine 100mg/5ml oral liquid,Specials,2,294.5448,,63850356
202601,ENGLAND,Hydroxychloroquine sulfate (1001030C0),Hydroxychloroquine 200mg/5ml oral solution,Specials,8,2841.3092,,63850356
202601,ENGLAND,Hydroxychloroquine sulfate (1001030C0),Hydroxychloroquine 200mg/5ml oral suspension,Specials,24,693.151181934047,,63850356
202601,ENGLAND,Hydroxychloroquine sulfate (1001030C0),Hydroxychloroquine 400mg/5ml oral suspension,Specials,1,557.0324,,63850356
202601,ENGLAND,Methotrexate (1001030U0),Methotrexate 10mg/5ml oral liquid,Specials,6,575.1044,,63850356
202601,ENGLAND,Methotrexate (1001030U0),Methotrexate 2.5mg/5ml oral liquid,Specials,4,2020.7596,,63850356
202601,ENGLAND,Methotrexate (1001030U0),Methotrexate 7.5mg/5ml oral liquid,Specials,1,571.3524,,63850356
202601,ENGLAND,Benzbromarone (1001040A0),Benzbromarone 100mg tablets,Specials,6,761.4244,,63850356
202601,ENGLAND,Benzbromarone (1001040A0),Benzbromarone 50mg tablets,Specials,15,3591.806,,63850356
202601,ENGLAND,Allopurinol (1001040C0),Allopurinol 100mg/5ml oral solution,Specials,38,1764.42093502028,,63850356
202601,ENGLAND,Allopurinol (1001040C0),Allopurinol 100mg/5ml oral suspension,Specials,81,1820.35541535437,,63850356
202601,ENGLAND,Allopurinol (1001040C0),Allopurinol 300mg/5ml oral solution,Specials,2,992.3648,,63850356
202601,ENGLAND,Allopurinol (1001040C0),Allopurinol 300mg/5ml oral suspension,Specials,31,1069.46944571066,,63850356
202601,ENGLAND,Colchicine (1001040G0),Colchicine 250micrograms/5ml oral solution,Specials,1,1631.8724,,63850356
202601,ENGLAND,Probenecid (1001040K0),Probenecid 250mg tablets,Specials,1,174.7024,,63850356
202601,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 180mg modified-release tablets,Specials,2,935.2248,,63850356
202601,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 20mg/5ml oral suspension,Specials,24,1163.89635285205,,63850356
202601,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 25mg/5ml oral liquid,Specials,1,808.1924,,63850356
202601,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 30mg/5ml oral suspension,Specials,6,205.916144363949,,63850356
202601,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 50mg/5ml oral suspension,Specials,2,663.879628065935,,63850356
202601,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 60mg/5ml oral solution,Specials,1,315.0124,,63850356
202601,ENGLAND,Pyridostigmine bromide (1002010Q0),Pyridostigmine bromide 60mg/5ml oral suspension,Specials,8,4342.2192,,63850356
202601,ENGLAND,Baclofen (1002020C0),Baclofen 20mg/5ml oral liquid,Specials,2,1408.5248,,63850356
202601,ENGLAND,Dantrolene sodium (1002020J0),Dantrolene 100mg/5ml oral suspension,Specials,8,556.238641027338,,63850356
202601,ENGLAND,Dantrolene sodium (1002020J0),Dantrolene 25mg/5ml oral solution,Specials,11,544.157583313437,,63850356
202601,ENGLAND,Dantrolene sodium (1002020J0),Dantrolene 25mg/5ml oral suspension,Specials,19,1152.80304445071,,63850356
202601,ENGLAND,Tizanidine hydrochloride (1002020T0),Tizanidine 2mg/5ml oral solution,Specials,24,1088.30196039638,,63850356
202601,ENGLAND,Tizanidine hydrochloride (1002020T0),Tizanidine 2mg/5ml oral suspension,Specials,26,2344.15252809197,,63850356
202601,ENGLAND,Capsaicin (1003020AA),Capsaicin 0.025% cream,Specials,145,16772.9404649065,,63850356
202601,ENGLAND,Capsaicin (1003020AA),Capsaicin 0.075% cream,Specials,148,22254.8067535443,,63850356
202601,ENGLAND,Methyl salicylate (1003020N0),Methyl salicylate 50% ointment,Specials,5,5900.642,,63850356
202601,ENGLAND,Polihexanide (1103010AJ),Polihexanide 0.02% eye drops preservative free,Specials,1,586.3324,,63850356
202601,ENGLAND,Gentamicin sulfate (1103010G0),Gentamicin 1.5% eye drops preservative free,Specials,2,989.5448,,63850356
202601,ENGLAND,Erythromycin (1103010I0),Erythromycin 0.5% eye ointment,Specials,1,129.6124,,63850356
202601,ENGLAND,Natamycin (1103010P0),Natamycin 5% eye drops preservative free,Specials,1,1498.1524,,63850356
202601,ENGLAND,Cefuroxime sodium (1103010T0),Cefuroxime 5% eye drops,Specials,3,2135.7572,,63850356
202601,ENGLAND,Cefuroxime sodium (1103010T0),Cefuroxime 5% eye drops preservative free,Specials,4,3658.2096,,63850356
202601,ENGLAND,Clotrimazole (1103020C0),Clotrimazole 1% eye drops preservative free,Specials,1,13.0124,,63850356
202601,ENGLAND,Prednisolone sodium phosphate (1104010S0),Prednisolone sodium phosphate 0.1% eye drops,Specials,1,25.3245495100425,,63850356
202601,ENGLAND,Prednisolone sodium phosphate (1104010S0),Prednisolone sodium phosphate 0.5% eye dps preservative free,Specials,1,2.5824,,63850356
202601,ENGLAND,Prednisolone sodium phosphate (1104010S0),Prednisolone sodium phosphate 1% eye drops preservative free,Specials,4,643.2196,,63850356
202601,ENGLAND,Atropine sulfate (1105000B0),Atropine 1% eye drops preservative free,Specials,1,130.0124,,63850356
202601,ENGLAND,Acetazolamide (1106000B0),Acetazolamide 125mg/5ml oral liquid,Specials,5,2265.182,,63850356
202601,ENGLAND,Acetazolamide (1106000B0),Acetazolamide 250mg/5ml oral suspension,Specials,61,3979.83535764422,,63850356
202601,ENGLAND,Pilocarpine hydrochloride (1106000X0),Pilocarpine hydrochloride 2% eye drops preservative free,Specials,3,118.1172,,63850356
202601,ENGLAND,Mercaptamine hydrochloride (1108010A0),Mercaptamine 0.55% eye drops,Specials,2,2313.5548,,63850356
202601,ENGLAND,Hypromellose (1108010F0),Hypromellose 0.25% eye drops,Specials,1,1.4224,,63850356
202601,ENGLAND,Hypromellose (1108010F0),Hypromellose 0.5% eye drops preservative free,Specials,4,114.0696,,63850356
202601,ENGLAND,Hypromellose (1108010F0),Hypromellose 1% eye drops preservative free,Specials,3,9.0172,,63850356
202601,ENGLAND,Sodium chloride (1108010K0),Sodium chloride 0.5% eye drops,Specials,2,51.6148,,63850356
202601,ENGLAND,Sodium chloride (1108010K0),Sodium chloride 0.5% eye drops preservative free,Specials,1,12.3424,,63850356
202601,ENGLAND,Sodium chloride (1108010K0),Sodium chloride 0.9% eye drops preservative free,Specials,1,1015.21380968556,,63850356
202601,ENGLAND,Disodium edetate (1108020G0),Disodium edetate 0.37% eye drops,Specials,1,29.0124,,63850356
202601,ENGLAND,Hydrogen peroxide (1201010S0),Hydrogen peroxide 1.5% ear drops,Specials,2,8.6948,,63850356
202601,ENGLAND,Sodium chloride (1202020L0),Sodium chloride 3% nebuliser liquid,Specials,5,260.302,,63850356
202601,ENGLAND,Sodium chloride (1202020L0),Sodium chloride 3% nebuliser liquid 20ml unit dose vials,Specials,2,73.5248,,63850356
202601,ENGLAND,Sodium chloride (1202020L0),Sodium chloride 7% nebuliser liquid,Specials,13,436.2912,,63850356
202601,ENGLAND,Sodium chloride (1202020L0),Sodium chloride 7% nebuliser liquid 5ml ampoules,Specials,1,3.8824,,63850356
202601,ENGLAND,Sodium chloride (1202020L0),Sodium chloride 7% nebuliser liquid 5ml bottles,Specials,2,42.4248,,63850356
202601,ENGLAND,Triamcinolone acetonide (1203010T0),Triamcinolone 0.1% oromucosal paste,Specials,21,1043.38890373875,,63850356
202601,ENGLAND,Betamethasone/Doxycycline/Nystatin (1203010W0),Betamethasone 0.05%/Doxycycline 10%/Nystatin 2% m/wash sach,Specials,2,504.0148,,63850356
202601,ENGLAND,Amphotericin (1203020C0),Amphotericin B 10mg lozenges sugar free,Specials,5,2124.092,,63850356
202601,ENGLAND,Sodium chloride (1203040P0),Sodium chloride compound mouthwash,Specials,8,8842.5392,,63850356
202601,ENGLAND,Other emollient preparations (130201000),Emulsifying ointment 50% / Liquid paraffin 50% ointment,Specials,5,1028.222,,63850356
202601,ENGLAND,Other emollient preparations (130201000),Propylene glycol 20% in Aqueous cream,Specials,2,1531.5148,,63850356
